account,total_sent,avg_sent,max_sent,std_sent,n_sent,total_recv,avg_recv,max_recv,std_recv,n_recv,unique_dest,unique_source,drain_rate,tx_count,passthrough_ratio,fanout_ratio,degree_ratio,round_tx_count,small_round_tx_rate,cashout_rate,out_degree,in_degree,pagerank,betweenness,clustering,component_size,degree_ratio_graph,active_days,max_gap_days,burst_ratio,weekly_cv,max_weekly_txns,mean_weekly_txns,tx_velocity_1d,tx_velocity_7d,tx_velocity_30d,sudden_wakeup,small_round_txns,is_fraud
ACC000065,181.0,181.0,181.0,0.0,1.0,1143.81,571.905,1132.24,792.4333564723282,2.0,1.0,2.0,0.0,3.0,0.1582430647063384,0.9999990000010001,0.6666666666666666,0.0,0.0,0.0,1,2,9.000194505207439e-05,0.0002651060424169668,0.0,5000,0.6666666666666666,50,38.6578125,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC000066,11302.28,1412.785,6629.5,2143.831717149726,8.0,20325.190000000002,3387.531666666667,17824.33,7105.535768921066,6.0,8.0,6.0,0.0,14.0,0.5560725385319363,0.9999998750000157,1.2857142857142858,0.0,0.0,0.0,8,6,0.00025890369237748726,0.0014285714285714286,2.8850424244377892e-05,5000,1.2857142857142858,139,60.45234953703704,1.7142857142857142,0.4040610178208843,3,1.75,1,2,3,0,0,0
ACC000067,31463.29,3146.329,24919.17,7688.952522710677,10.0,15463.13,2209.0185714285712,9853.91,3564.2122523610956,7.0,10.0,7.0,0.0,17.0,2.034729708536711,0.99999990000001,1.375,0.0,0.0,0.0,10,7,0.00019873193867278588,0.0003431372549019608,1.3361507924759243e-06,5000,1.375,176,34.396087962962966,1.4117647058823528,0.36347904744313214,2,1.4166666666666667,1,2,3,0,0,0
ACC000068,27948.1,2540.7363636363634,6895.41,2851.908074129574,11.0,14018.580000000002,2002.654285714286,5591.39,2350.596748075243,7.0,11.0,7.0,0.0,18.0,1.9936470026212603,0.9999999090909174,1.5,0.0,0.0,0.0,11,7,0.00018866575772852952,0.0004011604641856743,0.0,5000,1.5,171,26.87990740740741,2.333333333333333,0.47541654650165405,3,1.2857142857142858,1,1,2,0,0,0
ACC000069,13082.37,1635.29625,8664.08,2950.3576557134197,8.0,77985.65,7089.604545454545,50000.0,14577.656976292426,11.0,8.0,11.0,0.0,19.0,0.16775355465822558,0.9999998750000157,0.75,0.0,0.0,0.0,8,11,0.00026656039758719477,0.005694277711084434,4.388784820435194e-06,5000,0.75,121,19.576539351851853,2.368421052631579,0.46864487345105016,3,1.2666666666666666,1,1,2,0,0,0
ACC000070,7218.28,1443.656,2773.2,1234.8065821536584,5.0,12203.18,1220.318,4131.55,1351.8269889367418,10.0,5.0,10.0,0.0,15.0,0.5915081150493963,0.99999980000004,0.5454545454545454,0.0,0.0,0.0,5,10,0.0002015820065359496,0.00078031212484994,0.0,5000,0.5454545454545454,133,34.96899305555556,2.0,0.47140452079103173,3,1.5,1,1,1,0,0,0
ACC000071,3834.46,426.05111111111114,1319.84,459.8418215116053,9.0,22414.39,5603.5975,20557.56,9989.040642331893,4.0,9.0,4.0,0.0,13.0,0.17107135192298023,0.9999998888889013,2.0,0.0,0.0,0.0,9,4,0.0003781302287617685,0.00048219287715086035,2.4015889033275448e-06,5000,2.0,144,31.818993055555556,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,1,0,0,0
ACC000072,15253.61,953.350625,4179.94,1146.5761063355467,16.0,56254.42999999999,9375.738333333333,49033.52,19464.25899202373,6.0,16.0,6.0,0.0,22.0,0.27115393400535476,0.9999999375000038,2.4285714285714284,0.0,0.0,0.0,16,6,8.409000946575621e-05,0.0027020808323329334,1.4508390257733626e-05,5000,2.4285714285714284,177,26.698194444444443,2.0454545454545454,0.5067431951980954,3,1.4666666666666666,1,3,4,0,0,0
ACC000073,54530.840000000004,18176.946666666667,50000.0,27647.782486576263,3.0,29968.039999999997,2140.5742857142855,7372.29,2424.578750526222,14.0,3.0,14.0,0.0,17.0,1.8196331824897582,0.9999996666667778,0.26666666666666666,1.0,0.33333322222225925,0.0,3,14,0.00027632685209304507,0.0022008803521408565,0.0,5000,0.26666666666666666,162,25.69153935185185,1.7647058823529411,0.3104698017127927,2,1.1333333333333333,1,1,1,0,0,0
ACC000074,19210.45,3201.741666666667,10200.98,3778.514576186873,6.0,22010.65,5502.6625,19318.34,9226.706618544433,4.0,6.0,4.0,0.0,10.0,0.8727797679363044,0.9999998333333611,1.4,0.0,0.0,0.0,6,4,0.00011345174673488783,0.0,0.0,5000,1.4,173,59.02873842592592,2.4,0.565685424949238,3,1.25,1,1,1,0,0,0
ACC000075,6912.3099999999995,1382.462,2018.63,402.3467069207851,5.0,30066.45,3758.30625,14448.88,4740.195864482327,8.0,5.0,8.0,0.0,13.0,0.2299011023838896,0.99999980000004,0.6666666666666666,0.0,0.0,0.0,5,8,0.0001097293606313126,1.0004001600640257e-06,0.0,5000,0.6666666666666666,158,34.74810185185185,1.5384615384615383,0.37157376272280607,2,1.3,1,1,1,0,0,0
ACC000076,35941.3,4492.6625,28166.58,9669.414467478297,8.0,14834.449999999999,2966.89,8410.22,3506.306344844956,5.0,8.0,5.0,0.0,13.0,2.4228265960367374,0.9999998750000157,1.5,0.0,0.0,0.0,8,5,0.0002445371141064829,0.008843537414965987,0.0,5000,1.5,140,25.396550925925926,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,2,0,0,0
ACC000077,4631.69,1543.8966666666665,2803.97,1342.987134723685,3.0,9280.89,1546.8149999999998,3580.77,1493.4887458397538,6.0,3.0,6.0,0.0,9.0,0.49905666369291557,0.9999996666667778,0.5714285714285714,0.0,0.0,0.0,3,6,0.00010951604589164282,1.0004001600640257e-06,0.0,5000,0.5714285714285714,159,33.060127314814814,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC000078,32256.34,4608.048571428571,23196.19,8241.304282230712,7.0,54769.96,6846.245,30852.54,11103.159297093265,8.0,7.0,8.0,0.0,15.0,0.5889421865455271,0.9999998571428775,0.8888888888888888,0.0,0.0,0.0,7,8,0.00037295415839297717,6.1024409763905563e-05,0.0,5000,0.8888888888888888,168,46.82130787037037,1.8666666666666667,0.24944382578492938,2,1.0714285714285714,1,1,2,0,0,0
ACC000079,18840.21,2355.02625,8933.68,2987.175370139765,8.0,12583.02,2516.6040000000003,12090.18,5353.903315958368,5.0,8.0,5.0,0.0,13.0,1.497272514746279,0.9999998750000157,1.5,0.0,0.0,0.0,8,5,6.985308887097816e-05,0.005810324129651861,0.0,5000,1.5,143,26.86363425925926,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,1,0,0,0
ACC000080,9069.59,1133.69875,6289.65,2146.995090236169,8.0,6649.63,949.9471428571429,1883.11,754.9160847563188,7.0,8.0,7.0,0.0,15.0,1.363924007596825,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,0.0001959061093267859,0.001326530612244898,0.0,5000,1.125,172,28.92010416666667,1.8666666666666667,0.24944382578492938,2,1.0714285714285714,1,1,2,0,0,0
ACC000081,14917.630000000001,2983.5260000000003,10402.95,4211.97070539789,5.0,15964.210000000001,3192.842,11226.11,4590.94718039426,5.0,5.0,5.0,0.0,10.0,0.9344421051255,0.99999980000004,1.0,0.0,0.0,0.0,5,5,0.00015013991598785746,1.0004001600640257e-05,0.0,5000,1.0,146,68.35685185185186,1.6,0.3703280399090206,2,1.25,1,1,2,0,0,0
ACC000082,17180.89,1718.089,8204.1,2845.475693484307,10.0,56987.97,7123.49625,27379.9,11462.16661784815,8.0,10.0,8.0,0.0,18.0,0.3014827515298144,0.99999990000001,1.2222222222222223,0.0,0.0,0.0,10,8,0.0004834050598797636,0.007272909163665467,0.0,5000,1.2222222222222223,154,68.18891203703704,2.0,0.4494665749754947,3,1.5,2,3,3,0,0,0
ACC000083,23378.85,2597.6499999999996,16707.57,5378.119377563592,9.0,21887.58,2188.7580000000003,14160.16,4314.121410648729,10.0,9.0,10.0,0.0,19.0,1.068133160401098,0.9999998888889013,0.9090909090909091,0.0,0.0,0.0,9,10,0.00018115654195253181,0.004375750300120048,0.0,5000,0.9090909090909091,161,40.13040509259259,1.8947368421052633,0.5008177649044795,3,1.5833333333333333,1,3,3,0,0,0
ACC000084,15796.94,1436.0854545454547,6508.87,2444.0400968206873,11.0,21878.530000000002,3646.421666666667,9891.74,4373.5504568504375,6.0,11.0,6.0,0.0,17.0,0.7220293136366095,0.9999999090909174,1.7142857142857142,0.0,0.0,0.0,11,6,0.00022275814912817328,0.0005492196878751501,1.9064226379183383e-05,5000,1.7142857142857142,135,23.325,2.1176470588235294,0.47192324006225034,3,1.4166666666666667,1,2,2,0,0,0
ACC000085,24620.21,3077.52625,15216.85,5144.967846802037,8.0,54395.0,10879.0,35746.63,14727.504794485723,5.0,8.0,5.0,0.0,13.0,0.4526189907077375,0.9999998750000157,1.5,0.0,0.0,0.0,8,5,0.0003984161288728672,3.3013205282112846e-05,0.0,5000,1.5,171,38.18703703703704,1.8461538461538463,0.2664693550105965,2,1.0833333333333333,1,1,1,0,0,0
ACC000086,18422.21,3070.3683333333333,16217.39,6459.503083579778,6.0,9169.470000000001,1528.2450000000001,4324.77,1553.1779728125173,6.0,6.0,6.0,0.0,12.0,2.0090812225778496,0.9999998333333611,1.0,0.0,0.0,0.0,6,6,8.564147195991835e-05,0.0007733093237294918,0.0,5000,1.0,163,36.008715277777775,1.6666666666666667,0.3513641844631533,2,1.2,1,1,2,0,0,0
ACC000087,29533.62,3691.7025,21955.12,7434.491812192968,8.0,8572.5,1224.642857142857,2132.45,767.6737540282392,7.0,8.0,7.0,0.0,15.0,3.445158354803714,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,0.00026839122305403497,4.901960784313726e-05,0.0,5000,1.125,170,41.82042824074074,2.6666666666666665,0.6478835438717,4,1.5,1,1,1,0,0,0
ACC000088,6859.52,979.9314285714287,3257.24,1065.2542681511704,7.0,22083.83,5520.9575,12611.13,5204.86545056562,4.0,7.0,4.0,0.0,11.0,0.31061278771342593,0.9999998571428775,1.6,0.0,0.0,0.0,7,4,0.0003573129643019669,0.0,0.0,5000,1.6,176,38.651435185185186,1.8181818181818181,0.28747978728803447,2,1.1,1,2,2,0,0,0
ACC000089,4136879.06,25224.872317073172,49909.09,13646.48542307342,164.0,6539.870000000001,934.267142857143,2717.26,914.1615973067761,7.0,22.0,7.0,0.0,171.0,632.5628887680392,0.13414634064544914,20.625,1.0,0.006097560938429507,0.0,22,7,8.842480307671481e-05,0.0005442176870748299,2.752795531187233e-05,5000,2.875,167,41.86616898148148,8.982456140350877,2.482083354133341,96,10.6875,1,1,3,1,1,1
ACC000090,18648.010000000002,1695.2736363636366,6153.63,2108.5454924344067,11.0,41815.42,5973.631428571428,18975.32,7901.527125103578,7.0,11.0,7.0,0.0,18.0,0.4459601266603096,0.9999999090909174,1.5,0.0,0.0,0.0,11,7,0.0003526724730209222,6.802721088435374e-05,0.0,5000,1.5,164,47.3050462962963,1.5555555555555554,0.36462784628549644,2,1.2857142857142858,1,1,3,0,0,0
ACC000091,72141.31,9017.66375,49130.96,17015.90329757173,8.0,22920.33,2546.7033333333334,18276.63,5933.527220353421,9.0,8.0,9.0,0.0,17.0,3.1474812970342274,0.9999998750000157,0.9,0.0,0.0,0.0,8,9,0.00010416621326550551,0.002380952380952381,0.0,5000,0.9,173,34.70009259259259,1.647058823529412,0.3506714347510871,2,1.2142857142857142,1,1,1,0,0,0
ACC000092,6217.91,621.7909999999999,2989.56,941.61187981567,10.0,20113.57,2873.367142857143,7237.51,2783.5854837104985,7.0,10.0,7.0,0.0,17.0,0.3091400482207216,0.99999990000001,1.375,0.0,0.0,0.0,10,7,0.0005575500977105606,0.003970588235294118,1.765292397845059e-06,5000,1.375,165,67.48078703703703,2.588235294117647,0.6044815331136532,4,1.5454545454545454,1,1,4,0,0,0
ACC000093,33804.61,2817.0508333333332,12850.01,4626.598315516013,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,33804610000.000004,0.9999999166666736,13.0,0.0,0.0,0.0,12,0,3.0075128577132308e-05,0.0,0.0,5000,13.0,141,53.44612268518519,1.6666666666666667,0.3513641844631533,2,1.2,1,1,3,0,0,0
ACC000094,6817.86,1704.465,5279.15,2410.2711299561297,4.0,57314.4,7164.3,50000.0,17326.992273165673,8.0,4.0,8.0,0.0,12.0,0.11895544574977744,0.9999997500000625,0.5555555555555556,0.0,0.0,0.0,4,8,0.00033275056680107253,1.2004801920768307e-05,0.0,5000,0.5555555555555556,144,45.68699074074074,1.3333333333333333,0.3563483225498992,2,1.5,1,1,1,0,0,0
ACC000095,438970.06,9339.788510638298,19785.56,6738.203454854164,47.0,962784.66,22923.444285714286,48712.59,13388.617109446066,42.0,17.0,8.0,0.0,89.0,0.45593794566642143,0.3617021199637847,1.1162790697674418,0.0,0.0,0.0,17,8,9.527844152957312e-05,0.0022859143657462987,0.0,5000,2.0,173,48.764583333333334,7.910112359550561,2.341444711703092,64,8.090909090909092,1,2,3,1,0,1
ACC000096,12082.689999999999,1208.2689999999998,5567.98,1671.5440289774,10.0,16039.22,2004.9025,9534.57,3245.7499493854593,8.0,10.0,8.0,0.0,18.0,0.7533215455144749,0.99999990000001,1.2222222222222223,0.0,0.0,0.0,10,8,0.00018318490946070791,0.0003361344537815126,0.0,5000,1.2222222222222223,171,45.06295138888889,1.3333333333333333,0.34815531191139565,2,1.5,1,1,3,0,0,0
ACC000097,115029.22,11502.922,49138.64,15577.314913455115,10.0,7719.280000000001,3859.6400000000003,7391.1,4994.238626978091,2.0,10.0,2.0,0.0,12.0,14.901547810818942,0.99999990000001,3.6666666666666665,0.0,0.0,0.0,10,2,0.00018512847398072715,0.0003671468587434974,0.0,5000,3.6666666666666665,153,37.59996527777778,1.5,0.375,2,1.3333333333333333,1,2,4,0,0,0
ACC000098,14050.95,1756.36875,10476.99,3532.77835766872,8.0,4195.4,599.342857142857,1564.05,624.9535359719229,7.0,8.0,7.0,0.0,15.0,3.3491323822879506,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,8.770538972849607e-05,0.011211484593837535,2.6673217288314186e-06,5000,1.125,109,24.779733796296295,2.2,0.4944132324730442,3,1.3636363636363635,1,1,1,0,0,0
ACC000099,1875.06,468.765,1298.37,567.8830079338525,4.0,24377.579999999998,2216.1436363636362,10402.55,3448.136896720525,11.0,4.0,11.0,0.0,15.0,0.07691739704774152,0.9999997500000625,0.4166666666666667,0.0,0.0,0.0,4,11,0.0004139385023473655,0.027538015206082435,2.9710870225927392e-06,5000,0.4166666666666667,144,31.342280092592592,2.4,0.4972652484064488,3,1.25,1,1,1,0,0,0
ACC000100,3949.23,658.205,1902.32,645.2905128312362,6.0,13537.58,1933.94,6967.55,2722.186548481447,7.0,6.0,7.0,0.0,13.0,0.29172348379165824,0.9999998333333611,0.875,0.0,0.0,0.0,6,7,0.0001285603673745635,0.0027951180472188877,3.198053078247282e-05,5000,0.875,159,38.22761574074074,1.3846153846153846,0.36487819155789,2,1.4444444444444444,1,1,2,0,0,0
ACC000101,963.78,321.26,623.64,262.2561930631954,3.0,53560.47,13390.1175,50000.0,24429.902565384054,4.0,3.0,4.0,0.0,7.0,0.017994240901582935,0.9999996666667778,0.8,0.0,0.0,0.0,3,4,7.759586308942257e-05,8.003201280512205e-06,0.0,5000,0.8,136,39.79006944444444,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC000102,19774.98,2824.997142857143,9251.41,3757.4207080909205,7.0,24292.81,1735.2007142857144,6167.63,2021.026071766762,14.0,7.0,13.0,0.0,21.0,0.8140260430631933,0.9999998571428775,0.5333333333333333,0.0,0.0,0.0,7,13,0.00020273685025848847,0.00011404561824729892,9.35924418138565e-06,5000,0.5714285714285714,160,24.537349537037038,2.142857142857143,0.45175395145262565,3,1.4,1,1,1,0,0,0
ACC000103,8904.35,1484.0583333333334,3602.22,1404.9034166150593,6.0,26752.829999999998,2229.4024999999997,16251.74,4627.7190549834395,12.0,6.0,12.0,0.0,18.0,0.33283768482314446,0.9999998333333611,0.5384615384615384,0.0,0.0,0.0,6,12,0.0001300405187020635,0.001674669867947179,0.0,5000,0.5384615384615384,157,26.85193287037037,2.1666666666666665,0.46976484792466017,3,1.3846153846153846,1,1,3,0,0,0
ACC000104,5000.11,1250.0275,2721.41,1307.836230786689,4.0,14390.81,2055.83,6728.23,2221.169945141524,7.0,4.0,7.0,0.0,11.0,0.34745160276958337,0.9999997500000625,0.625,0.0,0.0,0.0,4,7,0.0004432890728951517,5.702280912364946e-05,0.0,5000,0.625,158,39.2890625,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,1,0,0,0
ACC000105,6014.72,1002.4533333333334,1961.26,833.0299189264853,6.0,308623.73,4898.789365079365,9985.2,3226.4859859700123,63.0,6.0,13.0,0.0,69.0,0.019488844879104118,0.9999998333333611,0.109375,0.0,0.0,0.0,6,13,0.00040596968748539733,0.0035374149659863946,0.0,5000,0.5,161,31.244791666666668,8.927536231884059,2.630281067094059,56,6.2727272727272725,1,1,3,1,0,0
ACC000106,7304.09,811.5655555555555,2755.53,868.095836919967,9.0,12602.57,1800.3671428571429,9180.44,3288.5447376700145,7.0,9.0,7.0,0.0,16.0,0.5795714683132431,0.9999998888889013,1.25,0.0,0.0,0.0,9,7,0.0001318087436701371,0.0006102440976390556,0.0,5000,1.25,164,34.49981481481481,2.25,0.48850421045919723,3,1.3333333333333333,1,1,2,0,0,0
ACC000107,8972.95,2243.2375,4652.66,2294.2334226835624,4.0,7048.030000000001,783.1144444444445,2954.12,1091.931530787429,9.0,4.0,9.0,0.0,13.0,1.273114614825261,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.0002008157689402586,0.018850540216086436,0.0,5000,0.5,155,64.19609953703704,1.3846153846153846,0.36487819155789,2,1.4444444444444444,1,1,2,0,0,0
ACC000108,26037.22,3254.6525,12448.09,4204.094969532682,8.0,25046.74,2276.9763636363637,13189.27,4270.202274589045,11.0,8.0,11.0,0.0,19.0,1.0395452661288636,0.9999998750000157,0.75,0.0,0.0,0.0,8,11,0.00025884920462765967,5.502200880352141e-05,0.0,5000,0.75,161,27.111006944444444,2.736842105263158,0.6619175256109995,4,1.4615384615384615,1,1,4,0,0,0
ACC000109,92700.07,10300.007777777779,50000.0,16400.723016565287,9.0,8666.35,1238.05,6408.9,2298.466251227834,7.0,9.0,7.0,0.0,16.0,10.696552757424227,0.9999998888889013,1.25,1.0,0.11111109876543349,0.0,9,7,0.00010446540201037173,0.005998399359743898,0.0,5000,1.25,140,57.13579861111111,2.0,0.6546536707079771,4,2.0,1,1,4,0,0,0
ACC000110,5564.79,1391.1975,4521.88,2100.472779040868,4.0,16340.3,2334.328571428571,9447.76,3277.6740809321304,7.0,4.0,7.0,0.0,11.0,0.34055617091849255,0.9999997500000625,0.625,0.0,0.0,0.0,4,7,0.00015465582231972936,4.201680672268908e-05,0.0,5000,0.625,137,35.525416666666665,1.0,0.0,1,1.0,1,1,1,0,0,0
ACC000111,4090.27,584.3242857142857,2044.22,660.9304472952542,7.0,2424.3599999999997,303.04499999999996,1728.47,581.2461367244886,8.0,7.0,8.0,0.0,15.0,1.6871545473085046,0.9999998571428775,0.8888888888888888,0.0,0.0,0.0,7,8,4.827310462765309e-05,0.0016196478591436576,5.948391782894618e-06,5000,0.8888888888888888,168,27.739421296296296,1.7333333333333334,0.3254626336861513,2,1.1538461538461537,1,2,4,0,0,0
ACC000112,12646.27,1264.627,5169.58,1476.7919862778388,10.0,10228.28,1704.7133333333334,5469.06,2247.4936002192903,6.0,10.0,6.0,0.0,16.0,1.2364024057577223,0.99999990000001,1.5714285714285714,0.0,0.0,0.0,10,6,0.00018604271477656875,0.004068964269124735,1.4563401678916021e-05,5000,1.5714285714285714,147,31.21502314814815,1.5,0.36927447293799825,2,1.3333333333333333,1,1,1,0,0,0
ACC000113,43698.51,3972.5918181818183,23253.65,7205.132276646721,11.0,4045.24,809.048,1746.4,731.4854231425259,5.0,11.0,5.0,0.0,16.0,10.802451767805508,0.9999999090909174,2.0,0.0,0.0,0.0,11,5,8.408714016616686e-05,0.0023289315726290516,0.0,5000,2.0,165,32.88667824074074,1.625,0.3563048203434806,2,1.2307692307692308,1,2,6,0,0,0
ACC000114,9009.06,2252.265,5452.45,2428.47315221588,4.0,7755.12,1938.78,3566.12,1503.3084510062022,4.0,4.0,4.0,0.0,8.0,1.161691888563724,0.9999997500000625,1.0,0.0,0.0,0.0,4,4,0.00010424617365740865,4.001600640256103e-06,0.0,5000,1.0,136,39.41886574074074,1.75,0.33071891388307384,2,1.1428571428571428,1,1,1,0,0,0
ACC000115,10715.67,1785.945,8919.24,3501.1322495886957,6.0,3132.06,522.01,1888.25,689.1164514361851,6.0,6.0,6.0,0.0,12.0,3.4212850317614336,0.9999998333333611,1.0,0.0,0.0,0.0,6,6,4.43196933616308e-05,0.009608843537414967,0.0,5000,1.0,166,31.0403125,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,1,1,3,0,0,0
ACC000116,26531.48,2653.148,14536.22,4293.633116192186,10.0,9482.64,1053.6266666666666,4670.13,1472.03125662297,9.0,10.0,9.0,0.0,19.0,2.7979001625288,0.99999990000001,1.1,0.0,0.0,0.0,10,9,0.0002323540259101968,0.0003651460584233694,2.806002144299685e-06,5000,1.1,170,38.3534375,2.368421052631579,0.46864487345105016,3,1.2666666666666666,1,1,4,0,0,0
ACC000117,75758.59,8417.621111111112,50000.0,16554.98209747329,9.0,365574.63,5456.33776119403,50000.0,6221.895445314613,67.0,9.0,23.0,0.0,76.0,0.2072315302618039,0.9999998888889013,0.14705882352941177,1.0,0.11111109876543349,0.0,9,23,0.0008042850445365752,0.002448979591836735,3.212858330283191e-06,5000,0.4166666666666667,169,18.78590277777778,11.368421052631579,2.61039460868193,48,4.222222222222222,1,1,3,1,0,0
ACC000118,2458.02,614.505,1672.32,740.3049790232852,4.0,14631.66,2090.2371428571428,5905.4,2337.7522421884537,7.0,4.0,7.0,0.0,11.0,0.1679932420403431,0.9999997500000625,0.625,0.0,0.0,0.0,4,7,0.00014168201602807483,7.00280112044818e-05,0.0,5000,0.625,174,34.05396990740741,1.8181818181818181,0.28747978728803447,2,1.1,1,1,2,0,0,0
ACC000119,33601.729999999996,3733.525555555555,8412.25,3393.8414152038363,9.0,56002.3,4666.858333333334,38319.87,10739.418340261378,12.0,9.0,12.0,0.0,21.0,0.6000062497326001,0.9999998888889013,0.7692307692307693,0.0,0.0,0.0,9,12,0.0002278211902790814,0.0003151260504201681,0.0,5000,0.7692307692307693,168,37.35913194444444,3.3333333333333335,0.7279522854655585,5,1.5,1,1,6,0,0,0
ACC000120,27330.83,2733.083,9127.82,2692.6546328156037,10.0,58448.89,9741.481666666667,50000.0,19771.472510411983,6.0,10.0,6.0,0.0,16.0,0.4676022076643782,0.99999990000001,1.5714285714285714,0.0,0.0,0.0,10,6,0.00019149980441916022,0.000195078031212485,1.7968569467892998e-06,5000,1.5714285714285714,171,33.399594907407405,2.25,0.48850421045919723,3,1.3333333333333333,1,2,4,0,0,0
ACC000121,12413.449999999999,1773.35,8428.49,3012.8370156991014,7.0,11878.93,989.9108333333334,2936.12,1086.5320034399551,12.0,7.0,12.0,0.0,19.0,1.044997318694108,0.9999998571428775,0.6153846153846154,0.0,0.0,0.0,7,12,0.0002611131690450693,0.0035704281712685077,1.0954616050265993e-06,5000,0.6153846153846154,163,33.236608796296295,2.0526315789473686,0.45173309437135906,3,1.4615384615384615,1,2,4,0,0,0
ACC000122,21564.93,1960.4481818181819,6188.88,2304.357833088508,11.0,5952.630000000001,1488.1575000000003,4743.64,2186.928144489053,4.0,11.0,4.0,0.0,15.0,3.6227566632525856,0.9999999090909174,2.4,0.0,0.0,0.0,11,4,0.00010887356034871918,0.0005492196878751501,0.0,5000,2.4,175,63.14206018518519,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,2,3,3,0,0,0
ACC000123,6802.42,1360.484,3455.59,1303.1854356652395,5.0,6089.29,1217.858,2902.47,1046.849740349588,5.0,5.0,5.0,0.0,10.0,1.1171121754560691,0.99999980000004,1.0,0.0,0.0,0.0,5,5,6.399766514018839e-05,0.0008163265306122449,2.6257846328506496e-05,5000,1.0,119,29.733090277777777,1.0,0.0,1,1.0,1,1,2,0,0,0
ACC000124,19770.71,2471.33875,13898.69,4777.912019737844,8.0,52977.93,13244.4825,50000.0,24512.20493150351,4.0,8.0,4.0,0.0,12.0,0.3731876651206797,0.9999998750000157,1.8,0.0,0.0,0.0,8,4,0.00017393513570252835,0.004933973589435775,0.0,5000,1.8,151,34.81986111111111,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,1,1,1,0,0,0
